avg_path_length,cascade_probability,mean_degree_fixed
2.9395445445445447,0.9999976016050312,6.210521739130442
3.014806588100706,0.9999976021050921,6.210521739130442
3.0900686316568673,0.9999976026050491,6.210521739130442
3.1653306752130286,0.9999976031049015,6.210521739130442
3.24059271876919,0.9999976036046501,6.210521739130442
3.315854762325351,0.9999976041042942,6.210521739130442
3.3911168058815124,0.9999976046038342,6.210521739130442
3.4663788494376737,0.9999976051032698,6.210521739130442
3.541640892993835,0.9999976056026016,6.210521739130442
3.6169029365499963,0.9999976061018292,6.210521739130442
3.692164980106157,0.9999976066009527,6.210521739130442
3.7674270236623184,0.9999976070999722,6.210521739130442
3.8426890672184797,0.9999976075988877,6.210521739130442
3.917951110774641,0.9999976080976989,6.210521739130442
3.9932131543308023,0.9999976085964063,6.210521739130442
4.068475197886964,0.9999976090950097,6.210521739130442
4.143737241443125,0.9999976095935093,6.210521739130442
4.218999284999287,0.9999976100919046,6.210521739130442
4.294261328555447,0.9999976105901963,6.210521739130442
4.369523372111609,0.9999976110883838,6.210521739130442
4.44478541566777,0.9999976115864677,6.210521739130442
4.520047459223931,0.9999976120844476,6.210521739130442
4.5953095027800925,0.9999976125823239,6.210521739130442
4.670571546336253,0.9999976130800963,6.210521739130442
4.745833589892415,0.9999976135777648,6.210521739130442
4.821095633448576,0.9999976140753296,6.210521739130442
4.896357677004738,0.9999976145727906,6.210521739130442
4.9716197205608985,0.999997615070148,6.210521739130442
5.04688176411706,0.9999976155674016,6.210521739130442
5.122143807673221,0.9999976160645515,6.210521739130442
5.197405851229383,0.9999976165615978,6.210521739130442
5.272667894785544,0.9999976170585406,6.210521739130442
5.347929938341705,0.9999976175553796,6.210521739130442
5.423191981897866,0.9999976180521151,6.210521739130442
5.498454025454028,0.999997618548747,6.210521739130442
5.573716069010189,0.9999976190452752,6.210521739130442
5.6489781125663505,0.9999976195417002,6.210521739130442
5.724240156122511,0.9999976200380215,6.210521739130442
5.799502199678673,0.9999976205342394,6.210521739130442
5.874764243234834,0.9999976210303536,6.210521739130442
5.950026286790995,0.9999976215263645,6.210521739130442
6.0252883303471565,0.9999976220222722,6.210521739130442
6.100550373903317,0.9999976225180763,6.210521739130442
6.175812417459479,0.9999976230137769,6.210521739130442
6.25107446101564,0.9999976235093744,6.210521739130442
6.326336504571802,0.9999976240048686,6.210521739130442
6.4015985481279625,0.9999976245002593,6.210521739130442
6.476860591684124,0.9999976249955468,6.210521739130442
6.552122635240285,0.9999976254907309,6.210521739130442
6.627384678796447,0.9999976259858119,6.210521739130442
6.702646722352608,0.9999976264807896,6.210521739130442
6.777908765908769,0.9999976269756643,6.210521739130442
6.85317080946493,0.9999976274704355,6.210521739130442
6.928432853021092,0.9999976279651037,6.210521739130442
7.003694896577253,0.9999976284596688,6.210521739130442
7.0789569401334145,0.9999976289541307,6.210521739130442
7.154218983689575,0.9999976294484896,6.210521739130442
7.229481027245737,0.9999976299427454,6.210521739130442
7.304743070801898,0.9999976304368983,6.210521739130442
7.38000511435806,0.9999976309309478,6.210521739130442
7.4552671579142205,0.9999976314248946,6.210521739130442
7.530529201470381,0.9999976319187384,6.210521739130442
7.605791245026543,0.9999976324124791,6.210521739130442
7.681053288582704,0.9999976329061168,6.210521739130442
7.756315332138866,0.9999976333996516,6.210521739130442
7.831577375695026,0.9999976338930837,6.210521739130442
7.906839419251188,0.9999976343864128,6.210521739130442
7.982101462807349,0.999997634879639,6.210521739130442
8.05736350636351,0.9999976353727624,6.210521739130442
8.132625549919672,0.999997635865783,6.210521739130442
8.207887593475833,0.9999976363587009,6.210521739130442
8.283149637031995,0.9999976368515159,6.210521739130442
8.358411680588155,0.9999976373442281,6.210521739130442
8.433673724144317,0.9999976378368377,6.210521739130442
8.508935767700478,0.9999976383293445,6.210521739130442
8.58419781125664,0.9999976388217485,6.210521739130442
8.6594598548128,0.99999763931405,6.210521739130442
8.734721898368962,0.9999976398062488,6.210521739130442
8.809983941925124,0.999997640298345,6.210521739130442
8.885245985481285,0.9999976407903387,6.210521739130442
8.960508029037445,0.9999976412822298,6.210521739130442
9.035770072593607,0.9999976417740181,6.210521739130442
9.111032116149769,0.9999976422657042,6.210521739130442
9.186294159705929,0.9999976427572875,6.210521739130442
9.26155620326209,0.9999976432487686,6.210521739130442
9.336818246818252,0.999997643740147,6.210521739130442
9.412080290374414,0.999997644231423,6.210521739130442
9.487342333930574,0.9999976447225964,6.210521739130442
9.562604377486736,0.9999976452136677,6.210521739130442
9.637866421042897,0.9999976457046365,6.210521739130442
9.713128464599059,0.9999976461955029,6.210521739130442
9.788390508155219,0.9999976466862669,6.210521739130442
9.86365255171138,0.9999976471769287,6.210521739130442
9.938914595267542,0.999997647667488,6.210521739130442
10.014176638823704,0.9999976481579453,6.210521739130442
10.089438682379864,0.9999976486483002,6.210521739130442
10.164700725936026,0.9999976491385528,6.210521739130442
10.239962769492188,0.9999976496287033,6.210521739130442
10.31522481304835,0.9999976501187514,6.210521739130442
10.39048685660451,0.9999976506086977,6.210521739130442
10.465748900160671,0.9999976510985416,6.210521739130442
10.541010943716833,0.9999976515882832,6.210521739130442
10.616272987272993,0.999997652077923,6.210521739130442
10.691535030829154,0.9999976525674608,6.210521739130442
10.766797074385316,0.9999976530568963,6.210521739130442
10.842059117941478,0.9999976535462296,6.210521739130442
10.917321161497638,0.9999976540354611,6.210521739130442
10.9925832050538,0.9999976545245907,6.210521739130442
11.067845248609961,0.999997655013618,6.210521739130442
11.143107292166123,0.9999976555025436,6.210521739130442
11.218369335722283,0.9999976559913671,6.210521739130442
11.293631379278445,0.9999976564800888,6.210521739130442
11.368893422834606,0.9999976569687086,6.210521739130442
11.444155466390768,0.9999976574572264,6.210521739130442
11.519417509946928,0.9999976579456425,6.210521739130442
11.59467955350309,0.9999976584339567,6.210521739130442
11.669941597059251,0.999997658922169,6.210521739130442
11.745203640615413,0.9999976594102796,6.210521739130442
11.820465684171573,0.9999976598982883,6.210521739130442
11.895727727727735,0.9999976603861955,6.210521739130442
